298,160,48,80
298,164.25,48,80
298,164.25,48,80
298,168.49,48,80
302.65,173.64,47,78
302.65,177.8,47,78
306.4,181.04,48,80
310.24,180.04,49,82
314.98,185.29,48,80
318.82,184.29,49,82
318.32,183.79,50,83
322.74,183.79,50,83
322.74,183.79,50,83
322.74,183.79,50,83
317.73,182.79,51,85
317.23,181.79,52,87
312.62,181.79,52,87
312.62,181.79,52,87
312.62,181.79,52,87
308.02,181.79,52,87
308.02,181.79,52,87
303.42,181.79,52,87
303.42,181.79,52,87
297.66,181.79,52,87
293.06,181.79,52,87
293.06,186.39,52,87
297.24,185.89,53,88
301.93,190.57,53,88
307.78,190.57,53,88
318.32,195.26,53,88
327.37,199.03,54,90
336.92,203.81,54,90
332.15,208.58,54,90
358.41,214.55,54,90
358.41,224.11,54,90
352.44,228.88,54,90
336.12,227.88,55,92
321.1,233.66,54,90
302,233.66,54,90
291.25,228.88,54,90
285.28,228.88,54,90
269.76,224.11,54,90
259.01,218.14,54,90
248.27,212.17,54,90
243.49,201.42,54,90
238.72,191.87,54,90
243.49,185.9,54,90
248.27,176.35,54,90
259.01,176.35,54,90
269.47,170.48,55,92
285.29,170.48,55,92
296.24,170.48,55,92
312.07,170.48,55,92
323.02,170.48,55,92
333.97,170.48,55,92
344.93,170.48,55,92
360.75,170.48,55,92
371.7,170.48,55,92
382.66,170.48,55,92
398.48,176.56,55,92
425.26,182.65,55,92
436.21,188.74,55,92
445.95,194.82,55,92
450.82,204.56,55,92
445.35,208.52,56,94
434.19,213.48,56,94
418.07,213.48,56,94
400.71,213.48,56,94
379.62,208.52,56,94
363.5,208.52,56,94
347.38,208.52,56,94
336.22,208.52,56,94
325.05,203.56,56,94
315.13,203.56,56,94
303.97,198.6,56,94
298.38,199.6,55,92
287.43,193.51,55,92
281.35,187.43,55,92
276.48,187.43,55,92
271.61,182.56,55,92
266.74,182.56,55,92
261.87,182.56,55,92
261.87,182.56,55,92
257,182.56,55,92
252.13,182.56,55,92
252.13,182.56,55,92
247.27,182.56,55,92
247.27,177.69,55,92
242.4,177.69,55,92
242.4,177.69,55,92
237.53,177.69,55,92
231.44,172.82,55,92
231.44,172.82,55,92
226.58,167.95,55,92
226.58,167.95,55,92
221.71,167.95,55,92
221.71,167.95,55,92
221.71,167.95,55,92
221.71,167.95,55,92
221.71,167.95,55,92
216.84,167.95,55,92
216.84,167.95,55,92
216.84,167.95,55,92
211.97,167.95,55,92
216.84,167.95,55,92
216.84,167.95,55,92
221.71,167.95,55,92
226.58,167.95,55,92
231.44,172.82,55,92
236.31,172.82,55,92
241.18,172.82,55,92
247.27,172.82,55,92
253.35,172.82,55,92
259.44,172.82,55,92
264.31,172.82,55,92
269.17,172.82,55,92
269.17,167.95,55,92
274.04,167.95,55,92
274.04,167.95,55,92
278.91,167.95,55,92
278.91,167.95,55,92
278.91,167.95,55,92
278.91,163.08,55,92
283.78,163.08,55,92
283.78,163.08,55,92
283.78,158.22,55,92
283.78,158.22,55,92
283.78,158.22,55,92
283.78,153.35,55,92
283.78,148.48,55,92
283.78,143.61,55,92
283.78,138.74,55,92
283.78,138.74,55,92
283.78,133.87,55,92
283.78,133.87,55,92
288.65,133.87,55,92
288.65,133.87,55,92
288.65,133.87,55,92
293.52,133.87,55,92
293.52,133.87,55,92
293.52,133.87,55,92
293.52,133.87,55,92
293.52,133.87,55,92
293.52,133.87,55,92
293.52,133.87,55,92
288.65,133.87,55,92
283.78,133.87,55,92
283.78,133.87,55,92
278.91,133.87,55,92
274.04,138.74,55,92
274.04,138.74,55,92
269.17,143.61,55,92
264.31,143.61,55,92
264.31,148.48,55,92
264.31,153.35,55,92
264.31,153.35,55,92
264.31,158.22,55,92
269.17,163.08,55,92
275.26,163.08,55,92
281.35,169.17,55,92
291.08,175.25,55,92
297.17,181.34,55,92
308.12,187.43,55,92
319.08,193.51,55,92
330.03,198.38,55,92
340.98,203.25,55,92
351.94,198.38,55,92
361.67,193.51,55,92
366.54,187.43,55,92
366.54,176.47,55,92
366.54,166.73,55,92
361.67,155.78,55,92
355.59,144.83,55,92
339.77,138.74,55,92
328.81,133.87,55,92
308.12,133.87,55,92
292.3,139.96,55,92
281.35,150.91,55,92
270.39,161.87,55,92
265.52,177.69,55,92
260.65,188.64,55,92
260.65,199.6,55,92
265.52,210.55,55,92
270.39,216.64,55,92
276.48,222.72,55,92
287.43,228.81,55,92
293.52,233.68,55,92
303.25,233.68,55,92
323.94,233.68,55,92
334.9,238.54,55,92
350.72,233.68,55,92
361.67,227.59,55,92
366.54,221.5,55,92
366.54,210.55,55,92
362.27,205.58,54,90
352.71,194.83,54,90
342.68,191.15,53,88
327.46,186.47,53,88
316.92,186.47,53,88
305.67,179.5,54,90
288.96,174.72,54,90
273.43,169.95,54,90
257.91,169.95,54,90
247.17,169.95,54,90
236.42,169.95,54,90
225.67,169.95,54,90
216.12,174.72,54,90
211.35,174.72,54,90
205.38,174.72,54,90
200.6,174.72,54,90
200.6,174.72,54,90
200.6,179.5,54,90
206.57,184.27,54,90
217.32,189.05,54,90
228.06,193.83,54,90
243.58,199.8,54,90
259.11,204.57,54,90
275.82,209.35,54,90
291.34,209.35,54,90
306.87,209.35,54,90
312.84,203.38,54,90
322.39,197.41,54,90
322.39,187.86,54,90
322.39,181.89,54,90
312.84,177.11,54,90
308.06,177.11,54,90
302.09,172.33,54,90
296.12,172.33,54,90
289.53,171.33,55,92
284.67,171.33,55,92
284.67,171.33,55,92
284.17,170.33,56,94
290.37,170.33,56,94
296.57,170.33,56,94
301.53,170.33,56,94
307.73,170.33,56,94
313.93,170.33,56,94
318.48,164.28,57,96
323.54,159.23,57,96
323.54,154.17,57,96
323.54,149.12,57,96
323.54,142.8,57,96
323.54,137.75,57,96
323.54,137.75,57,96
323.54,137.75,57,96
323.54,137.75,57,96
324.04,144.95,56,94
324.04,156.11,56,94
324.04,167.28,56,94
319.08,178.44,56,94
314.12,189.6,56,94
314.62,206.42,55,92
309.75,222.24,55,92
309.75,238.07,55,92
276.89,222.24,55,92
255.3,205.12,56,94
255.8,206.12,55,92
261.08,211.9,54,90
261.08,211.9,54,90
255.11,211.9,54,90
250.92,212.9,53,88
256.78,208.21,53,88
256.78,210.56,53,88
256.78,210.56,53,88
252.1,210.56,53,88
269,228.5,52,87
279.36,249.21,52,87
279.36,238.86,52,87
279.36,228.5,52,87
288.56,219.29,52,87
294.32,214.69,52,87
309.28,208.94,52,87
319.63,204.33,52,87
334.59,199.73,52,87
349.55,199.73,52,87
365.45,194.55,53,88
381.84,194.55,53,88
397.06,189.86,53,88
401.74,185.18,53,88
401.74,179.33,53,88
391.21,168.79,53,88
380.67,159.42,53,88
370.13,153.57,53,88
354.11,141.82,54,90
338.59,135.85,54,90
323.06,129.88,54,90
307.54,125.11,54,90
292.02,125.11,54,90
275.7,124.11,55,92
259.88,124.11,55,92
248.92,130.19,55,92
