143,125,30,54
143,125,30,54
143,125,30,54
143,125,30,54
143,125,30,54
143,125,30,54
143,125,30,54
143,127.75,30,54
143,127.75,30,54
143,127.75,30,54
143,127.75,30,54
143,127.75,30,54
143,127.75,30,54
143,125,30,54
143,125,30,54
142.5,124.5,31,55
142.5,121.66,31,55
142.5,121.66,31,55
142.5,124.01,31,56
142,123.01,32,58
141,121.51,34,61
141,124.19,34,62
140,122.69,36,65
139.5,121.69,37,67
139,121.19,38,68
138.5,120.19,39,70
138,119.69,40,71
138,118.69,40,73
137.5,118.19,41,74
137,121.08,42,76
136.5,120.58,43,77
136,119.58,44,79
135.5,119.08,45,80
135.5,118.08,45,82
135.5,118.08,45,82
135.5,118.08,45,82
135.5,122.25,45,82
135.5,122.25,45,82
131.33,122.25,45,82
131.33,123.25,45,80
127.76,123.75,44,79
128.26,124.75,43,77
129.26,126.25,41,74
126.12,124.11,40,71
126.62,124.61,39,70
127.12,122.09,38,68
127.62,123.09,37,66
132.31,123.59,36,65
136.07,124.59,35,63
139.74,125.09,34,62
142.86,125.59,34,61
149.53,126.09,33,60
152.61,126.09,33,60
152.61,129.17,33,60
148.76,129.17,33,60
145.67,129.17,33,60
146.17,130.17,32,58
143.18,133.17,32,58
143.18,133.17,32,58
139.44,136.91,32,58
139.44,139.9,32,58
139.44,139.9,32,58
142.43,139.9,32,58
141.93,138.9,33,60
141.43,138.4,34,61
140.93,133.33,35,63
139.93,131.83,37,66
135.91,127.3,38,68
135.41,126.3,39,70
134.91,120.15,40,73
134.41,111.1,41,74
137.8,101.34,42,76
141.27,91.897,43,77
140.77,85.814,44,79
140.27,80.13,45,80
136.1,74.959,45,82
130.29,74.459,46,83
120.01,78.889,47,85
109.53,87.871,48,87
99.552,102.29,48,87
90.679,117.82,48,87
90.679,132.23,48,87
99.552,142.22,48,87
109.53,156.63,48,87
119.51,162.18,48,87
133.93,167.72,48,87
143.91,172.16,48,87
153.9,172.16,48,87
158.74,173.16,47,85
158.74,163.39,47,85
159.24,154.82,46,83
155.57,145.94,45,82
155.57,137.61,45,80
151.6,130.16,43,77
147.23,122.88,42,76
139.18,120.07,41,74
131.31,115.92,40,73
123.11,116.92,40,71
115.48,117.42,39,70
110.95,124.66,39,70
111.45,125.66,38,68
111.95,130.46,37,67
116.18,130.96,37,66
123.78,130.96,37,66
128.47,131.46,36,65
136.01,131.46,36,65
140.2,128.11,36,65
144.77,125.85,35,63
148.03,122.59,35,63
151.29,119.33,35,63
151.29,119.33,35,63
151.29,116.07,35,63
148.61,113.4,34,62
145.43,113.4,34,62
142.25,110.22,34,62
139.07,110.22,34,62
131.92,114.19,34,62
131.92,118.16,34,62
131.92,122.14,34,62
131.92,126.11,34,62
131.92,126.11,34,62
135.1,126.11,34,62
135.1,122.93,34,62
138.28,122.93,34,62
138.28,122.93,34,62
135.1,119.75,34,62
135.1,119.75,34,62
131.92,115.78,34,62
131.92,112.6,34,62
131.92,112.6,34,62
131.92,112.6,34,62
131.92,112.6,34,62
131.92,112.6,34,62
131.92,112.6,34,62
128.74,112.6,34,62
128.74,109.42,34,62
128.74,109.42,34,62
128.74,112.6,34,62
128.74,109.42,34,62
128.74,112.6,34,62
128.74,112.6,34,62
128.74,112.6,34,62
128.74,112.6,34,62
128.74,112.6,34,62
131.92,112.6,34,62
131.92,112.6,34,62
131.42,115.36,35,63
131.42,115.36,35,63
128.16,118.62,35,63
125.49,119.12,34,62
122.31,119.12,34,62
129.46,123.09,34,62
126.28,119.91,34,62
115.95,119.91,34,62
123.1,105.61,34,62
119.92,105.61,34,62
119.92,98.462,34,62
123.1,98.462,34,62
126.28,98.462,34,62
129.46,94.489,34,62
132.64,94.489,34,62
132.64,97.667,34,62
135.81,94.489,34,62
135.81,97.667,34,62
135.81,100.85,34,62
138.99,104.02,34,62
138.99,107.2,34,62
138.99,110.38,34,62
138.99,110.38,34,62
138.99,113.56,34,62
138.99,113.56,34,62
135.81,119.91,34,62
135.81,119.91,34,62
135.81,119.91,34,62
132.64,123.09,34,62
132.64,123.09,34,62
132.64,127.06,34,62
135.81,130.24,34,62
138.99,130.24,34,62
142.17,130.24,34,62
148.53,127.06,34,62
151.71,127.06,34,62
155.68,127.06,34,62
155.68,127.06,34,62
155.68,127.06,34,62
155.68,127.06,34,62
155.68,127.06,34,62
155.68,127.06,34,62
158.86,123.89,34,62
158.86,123.89,34,62
158.86,123.89,34,62
162.03,123.89,34,62
