673,439.5,36,77
673,439.5,36,77
669.29,439.5,36,77
669.29,435.79,36,77
669.29,439.5,36,77
665.59,439.5,36,77
665.59,439.5,36,77
665.09,434.7,37,79
665.09,434.7,37,79
665.09,434.7,37,79
665.09,434.2,37,80
665.09,434.2,37,80
665.09,434.2,37,80
665.09,434.2,37,80
665.09,438.07,37,80
665.09,442.36,37,79
665.09,445.73,37,80
661.22,449.59,37,80
661.22,453.46,37,80
661.22,457.32,37,80
657.36,457.32,37,80
657.36,457.32,37,80
653.49,457.32,37,80
649.63,457.32,37,80
645.77,457.32,37,80
641.9,457.32,37,80
641.9,457.82,37,79
638.1,461.62,37,79
634.9,466.33,36,77
630.6,465.33,37,79
630.6,465.33,37,79
626.8,469.13,37,79
626.8,468.63,37,80
626.3,463.67,38,82
626.8,464.67,37,80
622.93,464.67,37,80
622.93,460.81,37,80
622.93,461.31,37,79
619.73,462.31,36,77
620.23,463.31,35,75
620.23,463.81,35,74
620.73,467.83,34,73
617.8,472.26,33,71
614.37,475.69,33,71
614.37,479.12,33,71
610.94,482.54,33,71
607.51,482.54,33,71
607.51,482.54,33,71
604.08,489.4,33,71
604.08,489.4,33,71
590.37,488.4,34,73
590.87,485.97,33,71
590.87,479.12,33,71
590.37,474.59,34,73
586.27,470.49,35,74
582.06,468.99,36,77
577.76,467.99,37,79
577.76,467.49,37,80
573.9,471.36,37,80
573.9,471.36,37,80
570.04,471.36,37,80
570.04,475.22,37,80
566.17,479.08,37,80
566.17,482.95,37,80
562.31,486.81,37,80
562.31,490.68,37,80
558.44,494.54,37,80
558.44,494.54,37,80
558.44,498.41,37,80
562.31,498.41,37,80
562.31,498.41,37,80
562.31,498.41,37,80
562.31,494.54,37,80
566.17,490.68,37,80
566.17,490.68,37,80
570.04,486.81,37,80
570.04,486.81,37,80
573.9,482.95,37,80
577.76,479.08,37,80
577.76,475.22,37,80
581.63,471.36,37,80
581.63,471.36,37,80
581.63,471.36,37,80
585.09,466.4,38,82
589.04,466.4,38,82
589.04,470.36,38,82
592.58,469.86,39,83
592.58,469.86,39,83
596.62,469.86,39,83
600.65,473.89,39,83
600.15,472.89,40,85
604.28,468.76,40,85
608.41,468.76,40,85
608.41,464.63,40,85
608.41,460.5,40,85
612.54,460.5,40,85
612.54,456.37,40,85
613.04,457.37,39,83
613.04,457.37,39,83
617.08,461.41,39,83
617.08,461.41,39,83
617.08,465.45,39,83
621.12,469.49,39,83
621.12,473.52,39,83
621.12,473.52,39,83
621.12,477.56,39,83
621.12,477.56,39,83
617.08,477.56,39,83
613.04,477.56,39,83
609.01,477.56,39,83
600.93,477.56,39,83
596.89,477.56,39,83
592.86,473.52,39,83
584.78,473.52,39,83
580.74,473.52,39,83
576.71,473.52,39,83
568.63,473.52,39,83
564.59,469.49,39,83
557.18,473.94,38,82
553.22,473.94,38,82
545.31,473.94,38,82
541.35,477.9,38,82
537.4,477.9,38,82
529.48,477.9,38,82
526.12,478.9,37,80
518.39,482.76,37,80
510.66,482.76,37,80
502.93,482.76,37,80
495.2,482.76,37,80
487.47,482.76,37,80
483.61,482.76,37,80
475.88,482.76,37,80
468.15,478.9,37,80
460.42,475.03,37,80
454.98,474.03,38,82
446.4,469.5,39,83
442.37,469.5,39,83
434.29,473.53,39,83
429.66,472.53,40,85
420.72,471.53,41,87
416.49,471.53,41,87
412.27,475.76,41,87
403.83,479.98,41,87
399.6,484.2,41,87
391.84,489.33,40,85
387.71,497.59,40,85
383.58,497.59,40,85
379.45,501.72,40,85
